lumeter_customer_ext_key,lumeter_system_ext_key,paygee_customer_ext_key,paygee_system_ext_key
12228,140054930,5133,14004
15501,140054943,6451,15447
21693,140054954,6927,15963
16627,140054988,6863,15898
11840,140054991,27841,39879
11824,140055001,27840,39878
10359,140055019,4408,13218
23036,140055035,7364,16458
21824,140055042,6975,16016
12520,140055057,27851,39889
13862,140055066,5792,14723
30433,170010016,29255,43503
58857,170010063,23460,37636
58093,170010111,23227,37579
63593,170010152,25131,38466
52456,170010196,10269,39575
23735,170010210,7582,39530
67090,170010237,26672,
63203,170010241,25002,38408
66740,170010279,26427,38791
57730,170010299,23100,
56504,170010326,22603,37399
60122,170010343,23939,37852
66525,170010354,26253,38759
62568,170010375,24760,38279
67278,170010388,27758,39495
66807,170010409,26480,38804
67988,170010415,29267,43520
62899,170010427,24891,38353
67682,170010450,27113,
63107,170010481,8768,39706
60119,170010493,23937,37850
66804,170010513,26478,38803
62129,170010564,24607,38195
66205,170010577,27749,39486
61899,170010646,27734,39465
53120,170010665,21198,37194
67685,170010689,27116,
63266,170010692,25025,38417
63765,170010720,9533,39726
62959,170010735,24918,38369
52650,170010742,19289,39578
59219,170010757,23600,37689
53502,170010766,21333,37201
67646,170010774,27085,
67795,170010798,27190,
66659,170010823,26365,38780
61550,170010834,24405,38082
11435,170010897,4829,39522
62721,170010908,24836,38320
45776,170010921,18392,39567
56584,170010933,22638,37410
55605,170010996,22217,37285
60120,170011028,23938,37851
56898,170011040,22773,37458
46214,170011067,18585,39569
56317,170011084,22517,37374
56946,170011096,22793,37466
55058,170011145,21999,37250
67643,170011160,27083,
62915,170011196,24899,38357
61644,170011250,24428,38093
46087,170011276,18522,39568
64890,170011281,25572,
67686,170011293,27117,
67654,170011319,27092,
25485,170011335,8473,39534
51850,170011374,20637,37181
59964,170011449,23879,37829
55772,170011497,22289,37303
67661,170011516,27098,
66429,170011525,26182,38753
61598,170011532,24415,38089
60307,170011547,24009,37888
67098,170011558,26678,38839
9510,140055112,4110,12886
7697,140055175,27816,39851
22691,140055130,7293,16372
30996,140055126,11412,21284
23898,140055098,7680,16812
38249,140055191,14763,25176
12620,140055251,5271,14153
14891,140055213,6230,15204
21537,140055169,6871,15906
16091,140055202,3723,15674
7732,140055188,3636,12347
14601,140055143,3995,15085
10718,140055236,4543,13361
12305,140055277,5160,14033
12258,140055285,5136,14015
21921,140055290,7016,16057
16439,140055308,6788,15821
14610,140055314,6127,15090
16199,140055333,6698,15720
21595,140055345,6893,15927
15811,140055359,6565,15577
22972,140055360,7351,16443
15046,140055372,6291,15269
22906,140055396,7340,16427
23446,140055404,7454,16562
16629,140055425,6864,15899
14735,140055447,6176,15144
21932,140055458,7020,16061
12952,140055463,5416,14314
21984,140055471,7048,16093
23519,140055480,7483,16595
16068,140055499,6646,15664
14583,140055503,6112,15072
11921,140055510,5012,13869
28399,140055522,10261,19783
12499,140055537,5229,14108
31843,140055541,6886,21810
15644,140055556,5452,15513
23429,140055568,7447,16554
15558,140055579,6473,15471
12003,140055584,27843,39881
14236,140055595,5965,14910
15363,140055628,6388,15374
16403,140055639,6775,15805
15824,140055640,6568,15581
16630,140055667,6865,15900
22812,140055673,7316,16401
23044,140055684,7367,16462
15332,140055696,27902,39941
22297,140055706,7188,16245
14999,140055723,6272,15250
25955,140055734,8701,18013
14935,140055749,6244,15220
14402,140055755,6037,14989
16277,140055761,6732,15759
16340,140055770,6751,15781
15554,140055782,6471,15469
21639,140055797,6904,15938
22171,140055815,7140,16192
16106,140055827,6663,15682
21822,140055838,6974,16014
14033,140055850,5874,14808
23223,140055862,7407,16505
15550,140055881,6468,15466
16635,140055900,6867,15902
14841,140055917,6216,15190
29384,140055924,10609,20255
14678,140055931,6157,15124
16498,140055946,6812,15845
15774,140055965,6557,15568
16515,140055978,6820,15854
15318,140055992,6374,15360
25921,140056024,8680,17988
21840,140056031,6984,16025
55855,140056046,22323,33511
22253,140056053,7176,16231
23327,140056065,7426,16528
13733,140056089,5734,14655
13339,140056092,5579,14491
16169,140056106,6687,15708
15342,140056118,6381,15367
24778,140056134,8119,17314
28211,140056149,10158,19666
15414,140056155,6404,15393
21952,140056161,7033,16076
21701,140056170,6932,15968
25431,140056182,8440,17704
21786,140056205,6962,16002
22164,140056211,7135,16187
16533,140056228,6827,15862
15700,140056239,6532,15541
14072,140056252,810,14826
14172,140056273,5933,14875
16261,140056284,6721,15747
22747,140056296,7305,16389
15392,140056303,6397,15383
15017,140056310,6275,15253
16040,140056337,6638,15655
15443,140056356,6418,15410
21696,140056368,6929,15965
14592,140056379,6119,15078
15348,140056384,6384,15370
14796,140056395,6200,15170
13752,140056414,5741,14662
15209,140056421,6339,15322
15263,140056433,6356,15340
14639,140056445,6139,15103
21781,140056459,6960,15998
28362,140056460,10244,19762
25945,140056472,26674,39228
11998,140056487,5035,13892
14882,140056496,6227,15201
14484,140056507,6074,15029
15440,140056512,6416,15407
13287,140056526,5558,14469
22241,140056530,5735,16225
22094,140056543,7101,16152
16041,140056569,6639,15656
13680,140056575,5713,14633
21763,140056588,6950,15987
12717,140056591,5309,14200
16144,140056609,6676,15696
15701,140056615,6533,15542
23372,140056638,1279,16532
32656,140056644,12255,22292
14595,140056650,1264,15081
16590,140056676,6847,15882
22184,140056681,7147,16200
22243,140056693,7171,16226
26509,140056704,9087,18446
15768,140056716,6555,15566
15487,140056725,6442,15437
22591,140056732,7270,16344
15392,140056747,6397,15384
15453,140056758,6422,15414
15608,140056763,6498,15499
14581,140056771,6112,15070
15471,140056780,6432,15427
15219,140056799,6342,15325
22038,140056802,7076,16124
14186,140056813,5939,14881
22254,140056829,7177,16232
14404,140056836,6039,14991
23655,140056851,7545,16662
14938,140056864,6245,15221
15822,140056877,6567,15580
27442,140056885,9691,19135
15431,140056901,6412,15402
15406,140056919,,
14434,140056920,6056,15008
22364,140056935,7208,16267
59064,140056966,28017,40109
21591,140056974,6891,15925
14409,140056983,6042,14994
14770,140056998,6191,15160
16258,140057003,6719,15745
15708,140057010,6537,15547
16265,140057022,6723,15749
15928,140057037,6595,15609
16221,140057041,6702,15725
14423,140057056,6048,15000
15455,140057068,6424,15416
24432,140057079,7938,17112
23412,140057084,7436,16542
14653,140057095,6146,15110
22158,140057102,7131,16183
22250,140057113,7174,16229
22817,140057129,7319,16404
12891,140057136,5381,14277
21998,140057148,7054,16100
12251,140057151,5143,14014
22348,140057164,7201,16259
22987,140057177,7357,16449
21947,140057200,7030,16071
16395,140057217,6770,15800
21573,140057224,6887,15921
12920,140057231,5394,14291
21764,140057246,6951,15988
16357,140057253,6755,15785
39892,140057289,15565,26085
12235,140057292,5136,14007
24344,140057315,7884,17051
16042,140057327,6640,15657
12344,140057362,5169,14044
15665,140057376,1270,15526
21965,140057381,7038,16082
16379,140057393,6763,15793
13219,140057401,5528,14438
15809,140057419,6564,15576
14764,140057420,6187,15156
21681,140057457,6922,15956
22162,140057483,7133,16185
15981,140057506,6616,15630
16033,140057518,6635,15652
14253,140057523,5975,14921
22907,140057534,7341,16428
15681,140057549,6522,15531
22061,140057555,7086,16135
23397,140057582,7430,16536
31468,140057597,11662,21578
12175,140057608,5113,13982
12077,140057614,5072,13935
14738,140057621,6178,15146
15045,140057633,6290,15268
27225,140057645,9565,19000
27150,140057660,9519,18948
22102,140057672,7107,16158
21856,140057687,6990,16031
22077,140057739,7094,16145
13200,140057740,5518,14428
26731,140057752,27555,39233
27378,140057767,9678,19119
7966,140057773,3693,12415
22286,140057784,7184,16240
15207,140057796,6338,15321
21695,140057807,6928,15964
10690,140057854,4529,13346
15038,140057869,6283,15261
15280,140057875,6364,15350
21928,140057888,7019,16060
21651,140057891,6907,15941
15430,140057916,6411,15401
24483,140057925,7965,17143
16036,140057947,6637,15654
15699,140057958,6531,15540
15916,140057963,6591,15605
15055,140057971,6295,15275
16539,140057980,6831,15866
15052,140057999,6293,15272
15422,140058008,27903,39943
21741,140058014,6946,15982
16555,140058021,6835,15870
14858,140058033,6221,15195
14824,140058045,6207,15181
22974,140058059,7352,16444
15971,140058060,6611,15625
25236,140058087,8346,17596
12130,140058104,5091,13955
22097,140058116,7103,16154
33866,140058125,12904,23050
16562,140058132,27521,39190
26330,140058147,8960,18303
14330,140058158,6012,14962
14785,140058163,6198,15167
23045,140058171,7368,16463
22361,140058180,7207,16266
14384,140058199,6032,14984
15818,140058207,6566,15579
22103,140058212,7108,16159
16238,140058230,6713,15737
15260,140058243,6355,15339
16350,140058269,6752,15782
16444,140058275,6790,15823
15673,140058288,6521,15530
16391,140058305,6766,15796
16047,140058311,1247,15658
23161,140058328,7399,16496
13942,140058339,5835,14768
14617,140058340,6131,15094
22035,140058352,7074,16122
15039,140058367,6284,15262
21727,140058373,27524,39194
22366,140058384,7210,16269
15851,140058429,6576,15590
14667,140058436,6152,15116
23867,140058448,7661,16793
23994,140058464,7734,16874
15197,140058477,6333,15316
15011,140058485,6274,15252
45876,140058490,18433,29302
14654,140058509,6147,15111
21800,140058515,6967,16007
24033,140058527,7758,16901
23058,140058538,7372,16467
23449,140058544,7455,16564
22374,140058562,7214,16276
16190,140058576,6694,15716
33197,140058581,374,4474
15622,140058593,6502,15504
40879,140058610,16056,26651
22069,140058622,7091,16141
16147,140058637,6678,15699
22715,140058641,7297,16376
16064,140058656,6643,15661
16093,140058668,6657,15676
11442,140058679,1252,13670
16115,140058684,6666,15686
12871,140058695,5372,14266
14783,140058700,6197,15166
13763,140058717,5745,14666
15050,140058724,6012,15271
16427,140058731,6784,15816
21834,140058746,6981,16022
15714,140058753,6541,15551
21617,140058778,6897,15931
16230,140058789,6707,15731
21926,140058792,7018,16059
22053,140058801,7082,16130
15449,140058819,6420,15412
14946,140058820,6250,15227
22375,140058835,7215,16279
16034,140058842,6636,15653
12399,140058857,5190,14067
16011,140058866,6624,15640
14871,140058874,6224,15198
21917,140058883,7013,16054
21845,140058898,6985,16026
14406,140058906,6040,14992
14953,140058918,6252,15229
15737,140058923,839,15558
23046,140058934,7369,16464
22814,140058961,7317,16402
15553,140058970,6470,15468
26885,140058982,27558,39236
23405,140058997,7433,16539
24727,140059004,8094,17286
26330,140059016,8960,18304
23309,140059025,7421,16522
15941,140059032,6602,15616
16105,140059047,6662,15681
21553,140059058,6877,15911
22455,140059063,7243,16308
14156,140059071,1344,14866
39941,140059080,15586,26113
21797,140059099,6966,16006
14323,140059105,6007,14955
15432,140059128,6413,15403
13150,140059139,5507,14416
22365,140059140,7209,16268
32234,140059167,12069,22050
14781,140059173,6195,15164
15696,140059184,6529,15538
21597,140059210,6894,15928
12631,140059222,7,14158
14241,140059241,5968,14913
14450,140059256,6063,15015
22148,140059268,7127,16179
16302,140059279,2754,15767
16233,140059284,6709,15733
13925,140059307,5826,14759
22027,140059312,7067,16115
16608,140059326,6857,15892
14950,140059330,6251,15228
24391,140059354,7912,17083
14714,140059369,6167,15134
22389,140059375,7224,16288
23043,140059409,7366,16461
23280,140059415,3121,16511
16162,140059427,6684,15705
21594,140059438,6892,15926
15373,140059444,6393,15379
14322,140059450,6006,14954
14427,140059462,6052,15004
15483,140059476,6440,15435
21726,140059481,27523,39193
15686,140059493,6525,15534
35477,140059502,13516,23736
22275,140059513,7182,16238
14549,140059529,6096,15054
23465,140059536,7462,16571
22170,140059548,7139,16191
23153,140059551,7396,16493
16485,140059564,6808,15841
22046,140059577,7080,16128
15579,140059585,6486,15486
16161,140059600,6683,15704
15538,140059624,6465,15463
14885,140059631,6228,15202
14050,140059646,5879,14814
14369,140059653,6023,14974
20558,140059665,6869,15904
21792,140059678,6964,16004
15220,140059692,6343,15326
15084,140059701,6299,15279
13533,140059719,5644,14559
15491,140059720,6445,15441
22140,140059735,7125,16177
16198,140059742,27912,39952
15425,140059757,6409,15399
15054,140059766,6294,15274
15647,140059774,6512,15515
25098,140059783,8276,17513
22672,140059798,7289,16365
16359,140059806,6757,15787
21826,140059818,6976,16017
33385,140059823,12615,22712
15604,140059834,6497,15497
21817,140059849,6972,16012
15796,140059855,6561,15573
15089,140059861,6301,15281
22494,140059870,7254,16322
14670,140059882,6154,15120
14296,140059897,5992,14938
26650,140059933,9187,18560
21835,140059959,6982,16023
16315,140059960,6745,15774
14315,140059972,6001,14948
15198,140059996,6334,15317
15724,140060009,6545,15555
28341,140060027,10233,19751
16241,140060038,6715,15739
22240,140060050,7170,16224
12470,140060062,5221,14100
14912,140060076,6237,15213
15526,140060081,6462,15459
23146,140060093,7395,16492
14646,140060103,6143,15107
15042,140060122,6287,15265
16275,140060137,6730,15757
23566,140060141,7501,16617
21754,140060156,6949,15985
24214,140060168,7827,16983
21545,140060179,6874,15909
21664,140060195,6914,15948
21658,140060204,6909,15943
22203,140060216,7157,16211
23403,140060225,7432,16538
16508,140060247,6818,15852
16194,140060258,6695,15717
15215,140060263,6341,15324
13981,140060280,5855,14789
21803,140060299,6968,16008
25201,140060302,27544,39218
21672,140060313,6918,15952
16516,140060329,6821,15855
16624,140060336,27522,39191
16180,140060348,6691,15712
15275,140060351,6362,15346
14961,140060364,6256,15233
14593,140060377,6120,15079
15018,140060385,6276,15254
25737,140060390,8584,17880
16503,140060400,6815,15849
16222,140060417,6703,15726
16016,140060424,6628,15644
22116,140060431,7114,16165
16250,140060446,3912,15742
15174,140060453,6327,15309
15058,140060465,6296,15276
14528,140060478,6087,15042
21766,140060489,6952,15989
15292,140060519,6367,15353
22373,140060520,7213,16274
15456,140060535,1314,15418
23066,140060542,7375,16470
12409,140060557,5198,14075
24169,140060566,7814,16968
28088,140060574,10081,19582
14956,140060583,6254,15231
22945,140060598,7347,16437
22029,140060606,7069,16117
22178,140060618,1642,16196
14862,140060623,6222,15196
15950,140060634,6605,15619
22394,140060649,7225,16290
12407,140060655,5197,14074
24850,140060661,8162,17366
22064,140060670,7088,16137
15067,140060697,6297,15277
30450,140060707,11151,20928
14339,140060712,6015,14966
13972,140060730,5848,14781
15551,140060743,6469,15467
16067,140060775,6645,15663
25015,140060788,8237,17461
12793,140060791,5338,14229
16454,140060805,6795,15828
28356,140060811,10243,19761
16237,140060828,6712,15736
22828,140060839,7321,16406
14668,140060840,6153,15117
24358,140060867,7890,17058
36559,140060873,13962,24260
22189,140060896,7150,16204
24462,140060908,,
22239,140060914,7169,16223
13280,140060921,5553,14463
15703,140060933,6534,15544
15460,140060959,6426,15421
14620,140060960,6134,15097
22481,140060987,7249,16317
22071,140060996,7092,16142
16025,140061004,2698,15648
15037,140061016,6282,15260
14685,140061025,6160,15127
16468,140061032,6802,15835
23113,140061047,7383,16479
14828,140061058,6209,15183
16184,140061063,51,15713
16394,140061071,6769,15799
16048,140061080,6641,15659
14295,140061105,5991,14937
22172,140061111,7141,16193
16480,140061128,6806,15839
14426,140061139,6051,15003
15201,140061140,6336,15319
21600,140061152,6895,15929
16216,140061167,6700,15723
16606,140061173,6856,15891
25305,140061184,8386,17642
21934,140061196,7022,16063
16518,140061203,6821,15857
16195,140061210,6696,15718
32416,140061222,12174,22167
16018,140061237,6629,15645
16392,140061241,6767,15797
12727,140061256,5314,14205
12124,140061268,5089,13953
15469,140061279,6431,15426
14713,140061284,6166,15133
24167,140061295,7813,16967
15750,140061312,6551,15562
21798,140061330,,
27820,140061343,9918,19400
22032,140061354,7071,16119
12205,140061369,5127,13997
